data_x,data_y,data_z,vector_x,vector_y,vector_z,color
7.17051329399147,4.13989778051377,94.6384963187158,-7.17051329399147,-4.13989778051377,-94.6384963187158,0
7.17051329399147,-4.13989778051377,94.6384963187158,-7.17051329399147,4.13989778051377,-94.6384963187158,0
-7.17051329399147,-4.13989778051377,94.6384963187158,7.17051329399147,4.13989778051377,-94.6384963187158,1
-7.17051329399147,4.13989778051377,94.6384963187158,7.17051329399147,-4.13989778051377,-94.6384963187158,1
9.33664091803663,16.171536442066,93.1467044262468,-9.33664091803663,-16.171536442066,-93.1467044262468,0
16.171536442066,9.33664091803663,93.1467044262468,-16.171536442066,-9.33664091803663,-93.1467044262468,0
18.6732818360733,1.14340874150618e-15,93.1467044262468,-18.6732818360733,-1.14340874150618e-15,-93.1467044262468,0
16.171536442066,-9.33664091803663,93.1467044262468,-16.171536442066,9.33664091803663,-93.1467044262468,0
9.33664091803663,-16.171536442066,93.1467044262468,-9.33664091803663,16.171536442066,-93.1467044262468,0
-9.33664091803662,-16.171536442066,93.1467044262468,9.33664091803662,16.171536442066,-93.1467044262468,1
-16.171536442066,-9.33664091803664,93.1467044262468,16.171536442066,9.33664091803664,-93.1467044262468,1
-18.6732818360733,-3.43022622451853e-15,93.1467044262468,18.6732818360733,3.43022622451853e-15,-93.1467044262468,1
-16.171536442066,9.33664091803662,93.1467044262468,16.171536442066,-9.33664091803662,-93.1467044262468,1
-9.33664091803664,16.171536442066,93.1467044262468,9.33664091803664,-16.171536442066,-93.1467044262468,1
11.0360751200005,26.6434422300734,90.517026199928,-11.0360751200005,-26.6434422300734,-90.517026199928,0
20.392007845251,20.392007845251,90.517026199928,-20.392007845251,-20.392007845251,-90.517026199928,0
26.6434422300734,11.0360751200005,90.517026199928,-26.6434422300734,-11.0360751200005,-90.517026199928,0
28.8386540587725,1.76585826923968e-15,90.517026199928,-28.8386540587725,-1.76585826923968e-15,-90.517026199928,0
26.6434422300734,-11.0360751200005,90.517026199928,-26.6434422300734,11.0360751200005,-90.517026199928,0
20.392007845251,-20.392007845251,90.517026199928,-20.392007845251,20.392007845251,-90.517026199928,0
11.0360751200005,-26.6434422300734,90.517026199928,-11.0360751200005,26.6434422300734,-90.517026199928,0
-11.0360751200005,-26.6434422300734,90.517026199928,11.0360751200005,26.6434422300734,-90.517026199928,1
-20.392007845251,-20.392007845251,90.517026199928,20.392007845251,20.392007845251,-90.517026199928,1
-26.6434422300734,-11.0360751200005,90.517026199928,26.6434422300734,11.0360751200005,-90.517026199928,1
-28.8386540587725,-5.29757480771903e-15,90.517026199928,28.8386540587725,5.29757480771903e-15,-90.517026199928,1
-26.6434422300734,11.0360751200005,90.517026199928,26.6434422300734,-11.0360751200005,-90.517026199928,1
-20.392007845251,20.3920078452509,90.517026199928,20.392007845251,-20.3920078452509,-90.517026199928,1
-11.0360751200005,26.6434422300734,90.517026199928,11.0360751200005,-26.6434422300734,-90.517026199928,1
10.8894511041585,37.0860646639409,86.7815859637984,-10.8894511041585,-37.0860646639409,-86.7815859637984,0
20.8967036419173,32.5159055618899,86.7815859637984,-20.8967036419173,-32.5159055618899,-86.7815859637984,0
29.2110295280899,25.3115011707509,86.7815859637984,-29.2110295280899,-25.3115011707509,-86.7815859637984,0
35.1588515265783,16.0565094880514,86.7815859637984,-35.1588515265783,-16.0565094880514,-86.7815859637984,0
38.2583124721247,5.50071489836868,86.7815859637984,-38.2583124721247,-5.50071489836868,-86.7815859637984,0
38.2583124721247,-5.5007148983687,86.7815859637984,-38.2583124721247,5.5007148983687,-86.7815859637984,0
35.1588515265783,-16.0565094880514,86.7815859637984,-35.1588515265783,16.0565094880514,-86.7815859637984,0
29.2110295280899,-25.3115011707509,86.7815859637984,-29.2110295280899,25.3115011707509,-86.7815859637984,0
20.8967036419173,-32.5159055618899,86.7815859637984,-20.8967036419173,32.5159055618899,-86.7815859637984,0
10.8894511041585,-37.0860646639409,86.7815859637984,-10.8894511041585,37.0860646639409,-86.7815859637984,0
-10.8894511041584,-37.0860646639409,86.7815859637984,10.8894511041584,37.0860646639409,-86.7815859637984,1
-20.8967036419173,-32.5159055618899,86.7815859637984,20.8967036419173,32.5159055618899,-86.7815859637984,1
-29.2110295280899,-25.3115011707509,86.7815859637984,29.2110295280899,25.3115011707509,-86.7815859637984,1
-35.1588515265783,-16.0565094880514,86.7815859637984,35.1588515265783,16.0565094880514,-86.7815859637984,1
-38.2583124721247,-5.5007148983687,86.7815859637984,38.2583124721247,5.5007148983687,-86.7815859637984,1
-38.2583124721247,5.50071489836868,86.7815859637984,38.2583124721247,-5.50071489836868,-86.7815859637984,1
-35.1588515265783,16.0565094880514,86.7815859637984,35.1588515265783,-16.0565094880514,-86.7815859637984,1
-29.2110295280899,25.3115011707509,86.7815859637984,29.2110295280899,-25.3115011707509,-86.7815859637984,1
-20.8967036419173,32.5159055618899,86.7815859637984,20.8967036419173,-32.5159055618899,-86.7815859637984,1
-10.8894511041585,37.0860646639409,86.7815859637984,10.8894511041585,-37.0860646639409,-86.7815859637984,1
10.6793663089531,46.7893609553904,81.9860161041222,-10.6793663089531,-46.7893609553904,-81.9860161041222,0
20.8232245980252,43.2398714234306,81.9860161041222,-20.8232245980252,-43.2398714234306,-81.9860161041222,0
29.9229194555386,37.5221541843211,81.9860161041222,-29.9229194555386,-37.5221541843211,-81.9860161041222,0
37.5221541843211,29.9229194555386,81.9860161041222,-37.5221541843211,-29.9229194555386,-81.9860161041222,0
43.2398714234306,20.8232245980252,81.9860161041222,-43.2398714234306,-20.8232245980252,-81.9860161041222,0
